Name,Shape,Ranks,Entries,Compression,Elapsed Time (s)
H,"[(4, 4), (16, 16), (16, 16), (2, 2), (13, 13), (13, 13)]","[3, 3, 3, 3, 2]",6044,19820237.681005955,5.777217388153076
S,"[(4, 4), (16, 16), (16, 16), (2, 2), (13, 13), (13, 13)]","[1, 1, 1, 1, 1]",870,137693697.1770115,5.777245759963989
F,"[(4, 4), (16, 16), (16, 16), (2, 2), (13, 13), (13, 13)]","[1, 1, 1, 1, 1]",870,137693697.1770115,5.777261972427368
B_out,"[(4, 4), (16, 16), (16, 16), (2, 2), (13, 13), (13, 13)]","[3, 4, 4, 4, 3]",9815,12205146.87152318,5.777275085449219
