,,Shape,Ranks,Entries,Compression,Elapsed Time (s)
dR,6,"[3, 3, 3, 3, 3, 3, 2]","[3, 9, 15, 12, 5, 2]",1249,1.17,6.999
J_detRT,6,"[(3, 1), (3, 1), (3, 1), (3, 1), (1, 3), (1, 3)]","[3, 9, 9, 9, 3]",666,1.09,7.006
JdR,6,"[3, 3, 3, 3, 3, 3, 2]","[3, 9, 15, 16, 6, 2]",1543,0.94,7.016
Intg_int,6,"[(5, 5), (5, 5)]",[1],50,12.5,7.205
Intg_str,6,"[(5, 5), (5, 5), (2, 1)]","[4, 2]",304,4.11,7.206
H,6,"[(4, 1), (4, 1), (4, 1), (7, 1), (12, 1), (5, 5), (5, 5)]","[3, 3, 3, 3, 3, 9]",1155,2909.09,7.206
S,6,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 1), (5, 5), (5, 5)]","[3, 3, 2, 1, 1, 1]",448,3360000.0,7.207
F,6,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 1), (5, 5), (5, 5)]","[1, 1, 1, 1, 1, 1]",159,9467169.81,7.208
Jx_det_in,6,"[2, 3, 3]","[1, 3]",20,0.9,7.291
Jy_det_in,6,"[2, 3, 3]","[1, 1]",8,2.25,7.291
Rx_in,6,"[2, 3, 3, 3, 3]","[2, 6, 6, 2]",190,0.85,7.291
Ry_in,6,"[2, 3, 3, 3, 3]","[2, 6, 6, 3]",211,0.77,7.291
Ox_in,6,"[4, 4, 4, 2, 3, 3]","[2, 2, 2, 1, 1]",50,23.04,7.291
Oy_in,6,"[4, 4, 4, 2, 3, 3]","[2, 2, 2, 1, 1]",50,23.04,7.291
ORx_in,6,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 16, 18, 18, 18, 6, 2]",3410,3.04,7.307
ORy_in,6,"[4, 4, 4, 2, 3, 3, 3, 3]","[2, 2, 2, 2, 6, 6, 3]",255,40.66,7.307
ORJx_det_in,6,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 16, 18, 18, 18, 6, 2]",3410,3.04,7.324
ORJy_det_in,6,"[4, 4, 4, 2, 3, 3, 3, 3]","[2, 2, 2, 2, 6, 6, 3]",255,40.66,7.325
Intg_bound_in,6,"[(12, 12), (4, 4), (4, 1), (4, 1), (5, 5), (5, 5)]","[4, 8, 14, 20, 3]",4231,5445.52,7.627
H_bound_in,6,"[(4, 4), (4, 1), (4, 1), (7, 7), (12, 12), (5, 5), (5, 5)]","[4, 8, 13, 13, 20, 3]",47904,23567.13,7.633
B_in,6,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 12), (5, 5), (5, 5)]","[4, 8, 13, 13, 20, 3]",49536,364651.16,7.633
Jx_det_out,6,"[2, 3, 3]","[1, 3]",20,0.9,7.642
Jy_det_out,6,"[2, 3, 3]","[1, 1]",8,2.25,7.642
Rx_out,6,"[2, 3, 3, 3, 3]","[2, 6, 6, 2]",190,0.85,7.655
Ry_out,6,"[2, 3, 3, 3, 3]","[2, 6, 6, 3]",211,0.77,7.655
Ox_out,6,"[4, 4, 4, 2, 3, 3]","[2, 2, 2, 1, 1]",50,23.04,7.712
Oy_out,6,"[4, 4, 4, 2, 3, 3]","[2, 2, 2, 1, 1]",50,23.04,7.712
ORx_out,6,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 16, 18, 18, 18, 6, 2]",3410,3.04,7.73
ORy_out,6,"[4, 4, 4, 2, 3, 3, 3, 3]","[2, 2, 2, 2, 6, 6, 3]",255,40.66,7.73
ORJx_det_out,6,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 16, 18, 18, 18, 6, 2]",3410,3.04,7.747
ORJy_det_out,6,"[4, 4, 4, 2, 3, 3, 3, 3]","[2, 2, 2, 2, 6, 6, 3]",255,40.66,7.747
Intg_bound_out,6,"[(4, 1), (4, 1), (4, 1), (5, 5), (5, 5)]","[4, 8, 13, 3]",1610,24.84,8.057
H_bound_out,6,"[(4, 1), (4, 1), (4, 1), (7, 1), (12, 1), (5, 5), (5, 5)]","[4, 8, 13, 13, 13, 3]",4821,696.95,8.06
B_out,6,"[(4, 1), (4, 1), (4, 1), (7, 1), (12, 1), (5, 5), (5, 5)]","[4, 8, 13, 13, 13, 3]",4821,696.95,8.06
J,7,"[(3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (2, 2)]","[3, 9, 10, 4, 4, 4]",592,4.93,8.151
J_det,7,"[3, 3, 3, 3]","[3, 9, 3]",180,0.45,8.237
R,7,"[3, 3, 3, 3, 3, 3]","[3, 9, 23, 9, 3]",1422,0.51,8.266
dR,7,"[3, 3, 3, 3, 3, 3, 2]","[3, 9, 27, 16, 6, 2]",2443,0.6,8.266
J_detRT,7,"[(3, 1), (3, 1), (3, 1), (3, 1), (1, 3), (1, 3)]","[3, 9, 24, 9, 3]",1476,0.49,8.274
JdR,7,"[3, 3, 3, 3, 3, 3, 2]","[3, 9, 27, 16, 6, 2]",2443,0.6,8.285
Intg_int,7,"[(5, 5), (5, 5)]",[10],500,1.25,8.523
Intg_str,7,"[(5, 5), (5, 5), (2, 1)]","[19, 2]",1429,0.87,8.523
H,7,"[(4, 1), (4, 1), (4, 1), (7, 1), (12, 1), (5, 5), (5, 5)]","[3, 3, 3, 3, 3, 48]",5055,664.69,8.524
S,7,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 1), (5, 5), (5, 5)]","[3, 3, 2, 1, 1, 10]",898,1676258.35,8.525
F,7,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 1), (5, 5), (5, 5)]","[1, 1, 1, 1, 1, 1]",159,9467169.81,8.526
Jx_det_in,7,"[2, 3, 3]","[1, 3]",20,0.9,8.608
Jy_det_in,7,"[2, 3, 3]","[1, 1]",8,2.25,8.608
Rx_in,7,"[2, 3, 3, 3, 3]","[1, 3, 3, 1]",50,3.24,8.608
Ry_in,7,"[2, 3, 3, 3, 3]","[2, 6, 6, 3]",211,0.77,8.608
Ox_in,7,"[4, 4, 4, 2, 3, 3]","[4, 8, 2, 1, 1]",218,5.28,8.608
Oy_in,7,"[4, 4, 4, 2, 3, 3]","[4, 8, 2, 1, 1]",218,5.28,8.608
ORx_in,7,"[4, 4, 4, 2, 3, 3, 3, 3]","[3, 12, 9, 9, 9, 3, 1]",1086,9.55,8.622
ORy_in,7,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 8, 2, 2, 6, 6, 3]",423,24.51,8.622
ORJx_det_in,7,"[4, 4, 4, 2, 3, 3, 3, 3]","[3, 12, 9, 9, 9, 3, 1]",1086,9.55,8.636
ORJy_det_in,7,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 8, 2, 2, 6, 6, 3]",423,24.51,8.636
Intg_bound_in,7,"[(12, 12), (4, 4), (4, 1), (4, 1), (5, 5), (5, 5)]","[3, 9, 13, 11, 2]",2504,9201.28,8.843
H_bound_in,7,"[(4, 4), (4, 1), (4, 1), (7, 7), (12, 12), (5, 5), (5, 5)]","[4, 10, 11, 11, 11, 2]",24617,45860.99,8.85
B_in,7,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 12), (5, 5), (5, 5)]","[4, 10, 11, 11, 11, 2]",26417,683777.87,8.85
Jx_det_out,7,"[2, 3, 3]","[1, 3]",20,0.9,8.858
Jy_det_out,7,"[2, 3, 3]","[1, 1]",8,2.25,8.858
Rx_out,7,"[2, 3, 3, 3, 3]","[2, 6, 6, 2]",190,0.85,8.872
Ry_out,7,"[2, 3, 3, 3, 3]","[2, 6, 6, 3]",211,0.77,8.872
Ox_out,7,"[4, 4, 4, 2, 3, 3]","[4, 8, 2, 1, 1]",218,5.28,8.928
Oy_out,7,"[4, 4, 4, 2, 3, 3]","[4, 8, 2, 1, 1]",218,5.28,8.928
ORx_out,7,"[4, 4, 4, 2, 3, 3, 3, 3]","[3, 12, 9, 18, 18, 6, 2]",2250,4.61,8.944
ORy_out,7,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 8, 2, 2, 6, 6, 3]",423,24.51,8.944
ORJx_det_out,7,"[4, 4, 4, 2, 3, 3, 3, 3]","[3, 12, 9, 18, 18, 6, 2]",2250,4.61,8.959
ORJy_det_out,7,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 8, 2, 2, 6, 6, 3]",423,24.51,8.959
Intg_bound_out,7,"[(4, 1), (4, 1), (4, 1), (5, 5), (5, 5)]","[4, 10, 11, 2]",1216,32.89,9.166
H_bound_out,7,"[(4, 1), (4, 1), (4, 1), (7, 1), (12, 1), (5, 5), (5, 5)]","[4, 10, 11, 11, 11, 2]",3515,955.9,9.169
B_out,7,"[(4, 1), (4, 1), (4, 1), (7, 1), (12, 1), (5, 5), (5, 5)]","[4, 10, 11, 11, 11, 2]",3515,955.9,9.169
J,8,"[(3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (2, 2)]","[2, 6, 3, 3, 3, 3]",189,15.43,9.259
J_det,8,"[3, 3, 3, 3]","[1, 2, 1]",18,4.5,9.345
R,8,"[3, 3, 3, 3, 3, 3]","[3, 9, 9, 9, 3]",666,1.09,9.374
dR,8,"[3, 3, 3, 3, 3, 3, 2]","[3, 8, 12, 12, 5, 2]",1015,1.44,9.374
J_detRT,8,"[(3, 1), (3, 1), (3, 1), (3, 1), (1, 3), (1, 3)]","[3, 9, 9, 9, 3]",666,1.09,9.38
JdR,8,"[3, 3, 3, 3, 3, 3, 2]","[3, 9, 15, 14, 6, 2]",1417,1.03,9.389
Intg_int,8,"[(5, 5), (5, 5)]",[1],50,12.5,9.553
Intg_str,8,"[(5, 5), (5, 5), (2, 1)]","[3, 2]",229,5.46,9.553
H,8,"[(4, 1), (4, 1), (4, 1), (7, 1), (12, 1), (5, 5), (5, 5)]","[3, 3, 3, 3, 3, 7]",955,3518.32,9.554
S,8,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 1), (5, 5), (5, 5)]","[1, 1, 1, 1, 1, 1]",159,9467169.81,9.555
F,8,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 1), (5, 5), (5, 5)]","[1, 1, 1, 1, 1, 1]",159,9467169.81,9.555
Jx_det_in,8,"[2, 3, 3]","[1, 1]",8,2.25,9.637
Jy_det_in,8,"[2, 3, 3]","[1, 1]",8,2.25,9.637
Rx_in,8,"[2, 3, 3, 3, 3]","[1, 3, 3, 1]",50,3.24,9.637
Ry_in,8,"[2, 3, 3, 3, 3]","[2, 6, 6, 3]",211,0.77,9.637
Ox_in,8,"[4, 4, 4, 2, 3, 3]","[4, 5, 2, 1, 1]",146,7.89,9.637
Oy_in,8,"[4, 4, 4, 2, 3, 3]","[4, 5, 2, 1, 1]",146,7.89,9.637
ORx_in,8,"[4, 4, 4, 2, 3, 3, 3, 3]","[3, 4, 1, 1, 3, 3, 1]",126,82.29,9.65
ORy_in,8,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 5, 2, 2, 6, 6, 3]",351,29.54,9.65
ORJx_det_in,8,"[4, 4, 4, 2, 3, 3, 3, 3]","[3, 4, 1, 1, 3, 3, 1]",126,82.29,9.663
ORJy_det_in,8,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 5, 2, 2, 6, 6, 3]",351,29.54,9.663
Intg_bound_in,8,"[(12, 12), (4, 4), (4, 1), (4, 1), (5, 5), (5, 5)]","[3, 7, 8, 3, 2]",1288,17888.2,9.851
H_bound_in,8,"[(4, 4), (4, 1), (4, 1), (7, 7), (12, 12), (5, 5), (5, 5)]","[5, 8, 3, 3, 3, 2]",2273,496682.8,9.855
B_in,8,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 12), (5, 5), (5, 5)]","[5, 8, 3, 3, 3, 2]",3041,5939940.81,9.856
Jx_det_out,8,"[2, 3, 3]","[1, 1]",8,2.25,9.864
Jy_det_out,8,"[2, 3, 3]","[1, 1]",8,2.25,9.864
Rx_out,8,"[2, 3, 3, 3, 3]","[2, 6, 6, 2]",190,0.85,9.878
Ry_out,8,"[2, 3, 3, 3, 3]","[2, 6, 6, 3]",211,0.77,9.878
Ox_out,8,"[4, 4, 4, 2, 3, 3]","[4, 5, 2, 1, 1]",146,7.89,9.933
Oy_out,8,"[4, 4, 4, 2, 3, 3]","[4, 5, 2, 1, 1]",146,7.89,9.933
ORx_out,8,"[4, 4, 4, 2, 3, 3, 3, 3]","[3, 4, 1, 2, 6, 6, 2]",266,38.98,9.947
ORy_out,8,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 5, 2, 2, 6, 6, 3]",351,29.54,9.947
ORJx_det_out,8,"[4, 4, 4, 2, 3, 3, 3, 3]","[3, 4, 1, 2, 6, 6, 2]",266,38.98,9.96
ORJy_det_out,8,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 5, 2, 2, 6, 6, 3]",351,29.54,9.96
Intg_bound_out,8,"[(4, 1), (4, 1), (4, 1), (5, 5), (5, 5)]","[4, 8, 3, 2]",440,90.91,10.132
H_bound_out,8,"[(4, 1), (4, 1), (4, 1), (7, 1), (12, 1), (5, 5), (5, 5)]","[4, 8, 3, 3, 3, 2]",611,5499.18,10.134
B_out,8,"[(4, 1), (4, 1), (4, 1), (7, 1), (12, 1), (5, 5), (5, 5)]","[4, 8, 3, 3, 3, 2]",611,5499.18,10.135
J,9,"[(3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (2, 2)]","[3, 9, 12, 4, 4, 4]",670,4.35,10.224
J_det,9,"[3, 3, 3, 3]","[3, 9, 3]",180,0.45,10.309
R,9,"[3, 3, 3, 3, 3, 3]","[3, 9, 23, 9, 3]",1422,0.51,10.338
dR,9,"[3, 3, 3, 3, 3, 3, 2]","[3, 9, 27, 16, 6, 2]",2443,0.6,10.338
J_detRT,9,"[(3, 1), (3, 1), (3, 1), (3, 1), (1, 3), (1, 3)]","[3, 9, 27, 9, 3]",1638,0.45,10.346
JdR,9,"[3, 3, 3, 3, 3, 3, 2]","[3, 9, 27, 16, 6, 2]",2443,0.6,10.357
Intg_int,9,"[(5, 5), (5, 5)]",[17],850,0.74,10.597
Intg_str,9,"[(5, 5), (5, 5), (2, 1)]","[19, 2]",1429,0.87,10.597
H,9,"[(4, 1), (4, 1), (4, 1), (7, 1), (12, 1), (5, 5), (5, 5)]","[3, 3, 3, 3, 3, 55]",5755,583.84,10.598
S,9,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 1), (5, 5), (5, 5)]","[3, 3, 2, 1, 1, 17]",1248,1206153.85,10.599
F,9,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 1), (5, 5), (5, 5)]","[1, 1, 1, 1, 1, 17]",959,1569635.04,10.6
Jx_det_in,9,"[2, 3, 3]","[2, 3]",31,0.58,10.682
Jy_det_in,9,"[2, 3, 3]","[1, 1]",8,2.25,10.682
Rx_in,9,"[2, 3, 3, 3, 3]","[2, 6, 6, 2]",190,0.85,10.682
Ry_in,9,"[2, 3, 3, 3, 3]","[2, 6, 6, 3]",211,0.77,10.682
Ox_in,9,"[4, 4, 4, 2, 3, 3]","[4, 5, 2, 1, 1]",146,7.89,10.682
Oy_in,9,"[4, 4, 4, 2, 3, 3]","[4, 5, 2, 1, 1]",146,7.89,10.682
ORx_in,9,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 16, 10, 18, 18, 6, 2]",2610,3.97,10.698
ORy_in,9,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 5, 2, 2, 6, 6, 3]",351,29.54,10.698
ORJx_det_in,9,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 16, 10, 18, 18, 6, 2]",2610,3.97,10.715
ORJy_det_in,9,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 5, 2, 2, 6, 6, 3]",351,29.54,10.715
Intg_bound_in,9,"[(12, 12), (4, 4), (4, 1), (4, 1), (5, 5), (5, 5)]","[4, 10, 14, 12, 3]",3423,6730.94,10.97
H_bound_in,9,"[(4, 4), (4, 1), (4, 1), (7, 7), (12, 12), (5, 5), (5, 5)]","[5, 11, 12, 12, 12, 3]",29595,38146.98,10.977
B_in,9,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 12), (5, 5), (5, 5)]","[5, 11, 12, 12, 12, 3]",31839,567334.4,10.978
Jx_det_out,9,"[2, 3, 3]","[2, 3]",31,0.58,10.986
Jy_det_out,9,"[2, 3, 3]","[1, 1]",8,2.25,10.986
Rx_out,9,"[2, 3, 3, 3, 3]","[2, 6, 6, 2]",190,0.85,10.999
Ry_out,9,"[2, 3, 3, 3, 3]","[2, 6, 6, 3]",211,0.77,10.999
Ox_out,9,"[4, 4, 4, 2, 3, 3]","[4, 5, 2, 1, 1]",146,7.89,11.057
Oy_out,9,"[4, 4, 4, 2, 3, 3]","[4, 5, 2, 1, 1]",146,7.89,11.057
ORx_out,9,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 16, 10, 18, 18, 6, 2]",2610,3.97,11.072
ORy_out,9,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 5, 2, 2, 6, 6, 3]",351,29.54,11.073
ORJx_det_out,9,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 16, 10, 18, 18, 6, 2]",2610,3.97,11.089
ORJy_det_out,9,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 5, 2, 2, 6, 6, 3]",351,29.54,11.089
Intg_bound_out,9,"[(4, 1), (4, 1), (4, 1), (5, 5), (5, 5)]","[4, 10, 12, 3]",1631,24.52,11.328
H_bound_out,9,"[(4, 1), (4, 1), (4, 1), (7, 1), (12, 1), (5, 5), (5, 5)]","[4, 10, 12, 12, 12, 3]",4367,769.41,11.331
B_out,9,"[(4, 1), (4, 1), (4, 1), (7, 1), (12, 1), (5, 5), (5, 5)]","[4, 10, 12, 12, 12, 3]",4367,769.41,11.331
J,10,"[(3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (2, 2)]","[3, 9, 12, 4, 4, 4]",670,4.35,11.42
J_det,10,"[3, 3, 3, 3]","[3, 6, 3]",126,0.64,11.506
R,10,"[3, 3, 3, 3, 3, 3]","[3, 9, 9, 9, 3]",666,1.09,11.542
dR,10,"[3, 3, 3, 3, 3, 3, 2]","[3, 9, 15, 12, 5, 2]",1249,1.17,11.542
J_detRT,10,"[(3, 1), (3, 1), (3, 1), (3, 1), (1, 3), (1, 3)]","[3, 9, 18, 9, 3]",1152,0.63,11.55
JdR,10,"[3, 3, 3, 3, 3, 3, 2]","[3, 9, 27, 16, 6, 2]",2443,0.6,11.563
Intg_int,10,"[(5, 5), (5, 5)]",[2],100,6.25,11.751
Intg_str,10,"[(5, 5), (5, 5), (2, 1)]","[4, 2]",304,4.11,11.751
H,10,"[(4, 1), (4, 1), (4, 1), (7, 1), (12, 1), (5, 5), (5, 5)]","[3, 3, 3, 3, 3, 10]",1255,2677.29,11.751
S,10,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 1), (5, 5), (5, 5)]","[3, 3, 2, 1, 1, 2]",498,3022650.6,11.752
F,10,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 1), (5, 5), (5, 5)]","[1, 1, 1, 1, 1, 1]",159,9467169.81,11.753
Jx_det_in,10,"[2, 3, 3]","[2, 3]",31,0.58,11.835
Jy_det_in,10,"[2, 3, 3]","[1, 1]",8,2.25,11.835
Rx_in,10,"[2, 3, 3, 3, 3]","[2, 6, 6, 2]",190,0.85,11.835
Ry_in,10,"[2, 3, 3, 3, 3]","[2, 6, 6, 3]",211,0.77,11.835
Ox_in,10,"[4, 4, 4, 2, 3, 3]","[2, 2, 2, 1, 1]",50,23.04,11.835
Oy_in,10,"[4, 4, 4, 2, 3, 3]","[2, 2, 2, 1, 1]",50,23.04,11.835
ORx_in,10,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 16, 18, 18, 18, 6, 2]",3410,3.04,11.852
ORy_in,10,"[4, 4, 4, 2, 3, 3, 3, 3]","[2, 2, 2, 2, 6, 6, 3]",255,40.66,11.852
ORJx_det_in,10,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 16, 18, 18, 18, 6, 2]",3410,3.04,11.869
ORJy_det_in,10,"[4, 4, 4, 2, 3, 3, 3, 3]","[2, 2, 2, 2, 6, 6, 3]",255,40.66,11.869
Intg_bound_in,10,"[(12, 12), (4, 4), (4, 1), (4, 1), (5, 5), (5, 5)]","[4, 8, 14, 20, 3]",4231,5445.52,12.197
H_bound_in,10,"[(4, 4), (4, 1), (4, 1), (7, 7), (12, 12), (5, 5), (5, 5)]","[5, 9, 18, 18, 20, 3]",70199,16082.28,12.205
B_in,10,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 12), (5, 5), (5, 5)]","[5, 9, 18, 18, 20, 3]",72683,248522.49,12.205
Jx_det_out,10,"[2, 3, 3]","[2, 3]",31,0.58,12.214
Jy_det_out,10,"[2, 3, 3]","[1, 1]",8,2.25,12.214
Rx_out,10,"[2, 3, 3, 3, 3]","[2, 6, 6, 2]",190,0.85,12.227
Ry_out,10,"[2, 3, 3, 3, 3]","[2, 6, 6, 3]",211,0.77,12.227
Ox_out,10,"[4, 4, 4, 2, 3, 3]","[2, 2, 2, 1, 1]",50,23.04,12.284
Oy_out,10,"[4, 4, 4, 2, 3, 3]","[2, 2, 2, 1, 1]",50,23.04,12.284
ORx_out,10,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 16, 18, 18, 18, 6, 2]",3410,3.04,12.301
ORy_out,10,"[4, 4, 4, 2, 3, 3, 3, 3]","[2, 2, 2, 2, 6, 6, 3]",255,40.66,12.301
ORJx_det_out,10,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 16, 18, 18, 18, 6, 2]",3410,3.04,12.318
ORJy_det_out,10,"[4, 4, 4, 2, 3, 3, 3, 3]","[2, 2, 2, 2, 6, 6, 3]",255,40.66,12.318
Intg_bound_out,10,"[(4, 1), (4, 1), (4, 1), (5, 5), (5, 5)]","[4, 8, 18, 3]",2145,18.65,12.618
H_bound_out,10,"[(4, 1), (4, 1), (4, 1), (7, 1), (12, 1), (5, 5), (5, 5)]","[4, 8, 18, 18, 18, 3]",8301,404.77,12.621
B_out,10,"[(4, 1), (4, 1), (4, 1), (7, 1), (12, 1), (5, 5), (5, 5)]","[4, 8, 18, 18, 18, 3]",8301,404.77,12.621
J,11,"[(3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (3, 1), (2, 2)]","[3, 9, 12, 4, 4, 4]",670,4.35,12.71
J_det,11,"[3, 3, 3, 3]","[3, 9, 3]",180,0.45,12.795
R,11,"[3, 3, 3, 3, 3, 3]","[3, 9, 23, 9, 3]",1422,0.51,12.824
dR,11,"[3, 3, 3, 3, 3, 3, 2]","[3, 9, 27, 16, 6, 2]",2443,0.6,12.824
J_detRT,11,"[(3, 1), (3, 1), (3, 1), (3, 1), (1, 3), (1, 3)]","[3, 9, 27, 9, 3]",1638,0.45,12.832
JdR,11,"[3, 3, 3, 3, 3, 3, 2]","[3, 9, 27, 16, 6, 2]",2443,0.6,12.843
Intg_int,11,"[(5, 5), (5, 5)]",[16],800,0.78,13.08
Intg_str,11,"[(5, 5), (5, 5), (2, 1)]","[19, 2]",1429,0.87,13.08
H,11,"[(4, 1), (4, 1), (4, 1), (7, 1), (12, 1), (5, 5), (5, 5)]","[3, 3, 3, 3, 3, 54]",5655,594.16,13.081
S,11,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 1), (5, 5), (5, 5)]","[3, 3, 2, 1, 1, 16]",1198,1256494.16,13.082
F,11,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 1), (5, 5), (5, 5)]","[1, 1, 1, 1, 1, 1]",159,9467169.81,13.083
Jx_det_in,11,"[2, 3, 3]","[2, 3]",31,0.58,13.165
Jy_det_in,11,"[2, 3, 3]","[1, 1]",8,2.25,13.165
Rx_in,11,"[2, 3, 3, 3, 3]","[2, 6, 6, 2]",190,0.85,13.165
Ry_in,11,"[2, 3, 3, 3, 3]","[2, 6, 6, 3]",211,0.77,13.165
Ox_in,11,"[4, 4, 4, 2, 3, 3]","[4, 5, 2, 1, 1]",146,7.89,13.165
Oy_in,11,"[4, 4, 4, 2, 3, 3]","[4, 5, 2, 1, 1]",146,7.89,13.165
ORx_in,11,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 13, 10, 18, 18, 6, 2]",2442,4.25,13.181
ORy_in,11,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 5, 2, 2, 6, 6, 3]",351,29.54,13.181
ORJx_det_in,11,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 13, 10, 18, 18, 6, 2]",2442,4.25,13.197
ORJy_det_in,11,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 5, 2, 2, 6, 6, 3]",351,29.54,13.197
Intg_bound_in,11,"[(12, 12), (4, 4), (4, 1), (4, 1), (5, 5), (5, 5)]","[3, 8, 11, 12, 3]",2671,8625.98,13.466
H_bound_in,11,"[(4, 4), (4, 1), (4, 1), (7, 7), (12, 12), (5, 5), (5, 5)]","[6, 9, 12, 12, 12, 3]",29511,38255.57,13.473
B_in,11,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 12), (5, 5), (5, 5)]","[6, 9, 12, 12, 12, 3]",31455,574260.37,13.473
Jx_det_out,11,"[2, 3, 3]","[2, 3]",31,0.58,13.481
Jy_det_out,11,"[2, 3, 3]","[1, 1]",8,2.25,13.481
Rx_out,11,"[2, 3, 3, 3, 3]","[2, 6, 6, 2]",190,0.85,13.495
Ry_out,11,"[2, 3, 3, 3, 3]","[2, 6, 6, 3]",211,0.77,13.495
Ox_out,11,"[4, 4, 4, 2, 3, 3]","[4, 5, 2, 1, 1]",146,7.89,13.551
Oy_out,11,"[4, 4, 4, 2, 3, 3]","[4, 5, 2, 1, 1]",146,7.89,13.551
ORx_out,11,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 13, 10, 18, 18, 6, 2]",2442,4.25,13.567
ORy_out,11,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 5, 2, 2, 6, 6, 3]",351,29.54,13.567
ORJx_det_out,11,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 13, 10, 18, 18, 6, 2]",2442,4.25,13.584
ORJy_det_out,11,"[4, 4, 4, 2, 3, 3, 3, 3]","[4, 5, 2, 2, 6, 6, 3]",351,29.54,13.584
Intg_bound_out,11,"[(4, 1), (4, 1), (4, 1), (5, 5), (5, 5)]","[4, 8, 12, 3]",1503,26.61,13.821
H_bound_out,11,"[(4, 1), (4, 1), (4, 1), (7, 1), (12, 1), (5, 5), (5, 5)]","[4, 8, 12, 12, 12, 3]",4239,792.64,13.824
B_out,11,"[(4, 1), (4, 1), (4, 1), (7, 1), (12, 1), (5, 5), (5, 5)]","[4, 8, 12, 12, 12, 3]",4239,792.64,13.824
H,-1,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 12), (5, 5), (5, 5)]","[3, 3, 3, 6, 24, 19]",33829,533960.8,13.961
S,-1,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 12), (5, 5), (5, 5)]","[3, 3, 2, 3, 9, 18]",8970,2013752.51,13.961
F,-1,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 12), (5, 5), (5, 5)]","[1, 1, 1, 1, 3, 17]",2229,8103795.42,13.961
B_in,-1,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 12), (5, 5), (5, 5)]","[8, 14, 30, 30, 25, 4]",163340,110587.49,13.961
B_out,-1,"[(4, 4), (4, 4), (4, 4), (7, 7), (12, 12), (5, 5), (5, 5)]","[4, 10, 26, 26, 22, 3]",122081,147962.09,13.961
