,,Shape,Ranks,Entries,Compression,Elapsed Time (s)
R,6,"[5, 5, 3, 3, 3, 3]","[5, 15, 15, 9, 3]",1570,1.29,12.381
dR,6,"[5, 5, 3, 3, 3, 3, 2]","[5, 15, 25, 12, 5, 2]",2639,1.53,12.381
J_detRT,6,"[(5, 1), (5, 1), (3, 1), (3, 1), (1, 3), (1, 3)]","[5, 20, 15, 9, 3]",1920,1.05,12.389
JdR,6,"[5, 5, 3, 3, 3, 3, 2]","[5, 25, 25, 16, 6, 2]",4053,1.0,12.402
Intg_int,6,"[(7, 7), (7, 7)]",[1],98,24.5,12.769
Intg_str,6,"[(7, 7), (7, 7), (2, 1)]","[4, 2]",592,8.11,12.769
H,6,"[(4, 1), (8, 1), (8, 1), (7, 1), (12, 1), (7, 7), (7, 7)]","[3, 3, 3, 3, 3, 9]",2091,24692.06,12.77
S,6,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 1), (7, 7), (7, 7)]","[3, 3, 2, 1, 1, 1]",1216,76087942.74,12.771
F,6,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 1), (7, 7), (7, 7)]","[1, 1, 1, 1, 1, 1]",303,305356232.24,12.772
Jx_det_in,6,"[2, 5, 3]","[1, 3]",26,1.15,12.907
Jy_det_in,6,"[2, 5, 3]","[1, 1]",10,3.0,12.907
Rx_in,6,"[2, 5, 3, 3, 3]","[2, 10, 6, 2]",326,0.83,12.907
Ry_in,6,"[2, 5, 3, 3, 3]","[2, 6, 6, 3]",235,1.15,12.908
Ox_in,6,"[4, 8, 8, 2, 5, 3]","[2, 2, 2, 1, 1]",84,91.43,12.908
Oy_in,6,"[4, 8, 8, 2, 5, 3]","[2, 2, 2, 1, 1]",84,91.43,12.908
ORx_in,6,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 32, 30, 30, 18, 6, 2]",13586,5.09,12.935
ORy_in,6,"[4, 8, 8, 2, 5, 3, 3, 3]","[2, 2, 2, 2, 6, 6, 3]",311,222.25,12.935
ORJx_det_in,6,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 32, 30, 30, 18, 6, 2]",13586,5.09,12.963
ORJy_det_in,6,"[4, 8, 8, 2, 5, 3, 3, 3]","[2, 2, 2, 2, 6, 6, 3]",311,222.25,12.963
Intg_bound_in,6,"[(12, 12), (4, 4), (8, 1), (8, 1), (7, 7), (7, 7)]","[4, 8, 22, 32, 3]",12979,27278.05,13.419
H_bound_in,6,"[(4, 4), (8, 1), (8, 1), (7, 7), (12, 12), (7, 7), (7, 7)]","[4, 12, 19, 19, 32, 3]",112364,154391.54,13.44
B_in,6,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 12), (7, 7), (7, 7)]","[4, 12, 19, 19, 32, 3]",127820,8686240.5,13.44
Jx_det_out,6,"[2, 5, 3]","[1, 3]",26,1.15,13.453
Jy_det_out,6,"[2, 5, 3]","[1, 1]",10,3.0,13.454
Rx_out,6,"[2, 5, 3, 3, 3]","[2, 10, 6, 2]",326,0.83,13.475
Ry_out,6,"[2, 5, 3, 3, 3]","[2, 6, 6, 3]",235,1.15,13.475
Ox_out,6,"[4, 8, 8, 2, 5, 3]","[2, 2, 2, 1, 1]",84,91.43,13.571
Oy_out,6,"[4, 8, 8, 2, 5, 3]","[2, 2, 2, 1, 1]",84,91.43,13.571
ORx_out,6,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 32, 30, 30, 18, 6, 2]",13586,5.09,13.599
ORy_out,6,"[4, 8, 8, 2, 5, 3, 3, 3]","[2, 2, 2, 2, 6, 6, 3]",311,222.25,13.599
ORJx_det_out,6,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 32, 30, 30, 18, 6, 2]",13586,5.09,13.627
ORJy_det_out,6,"[4, 8, 8, 2, 5, 3, 3, 3]","[2, 2, 2, 2, 6, 6, 3]",311,222.25,13.627
Intg_bound_out,6,"[(4, 1), (8, 1), (8, 1), (7, 7), (7, 7)]","[4, 12, 19, 3]",5164,119.03,14.079
H_bound_out,6,"[(4, 1), (8, 1), (8, 1), (7, 1), (12, 1), (7, 7), (7, 7)]","[4, 12, 19, 19, 19, 3]",12023,4294.36,14.085
B_out,6,"[(4, 1), (8, 1), (8, 1), (7, 1), (12, 1), (7, 7), (7, 7)]","[4, 12, 19, 19, 19, 3]",12023,4294.36,14.085
J,7,"[(5, 1), (5, 1), (3, 1), (3, 1), (3, 1), (3, 1), (2, 2)]","[5, 24, 12, 4, 4, 4]",1745,4.64,14.329
J_det,7,"[5, 5, 3, 3]","[5, 9, 3]",340,0.66,14.566
R,7,"[5, 5, 3, 3, 3, 3]","[5, 25, 25, 9, 3]",3290,0.62,14.654
dR,7,"[5, 5, 3, 3, 3, 3, 2]","[5, 25, 48, 16, 6, 2]",6882,0.59,14.654
J_detRT,7,"[(5, 1), (5, 1), (3, 1), (3, 1), (1, 3), (1, 3)]","[5, 25, 27, 9, 3]",3494,0.58,14.664
JdR,7,"[5, 5, 3, 3, 3, 3, 2]","[5, 25, 46, 16, 6, 2]",6636,0.61,14.686
Intg_int,7,"[(7, 7), (7, 7)]",[14],1372,1.75,15.101
Intg_str,7,"[(7, 7), (7, 7), (2, 1)]","[29, 2]",4267,1.13,15.101
H,7,"[(4, 1), (8, 1), (8, 1), (7, 1), (12, 1), (7, 7), (7, 7)]","[3, 3, 3, 3, 3, 72]",14439,3575.81,15.102
S,7,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 1), (7, 7), (7, 7)]","[3, 3, 2, 1, 1, 14]",2490,37157806.57,15.103
F,7,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 1), (7, 7), (7, 7)]","[1, 1, 1, 1, 1, 1]",303,305356232.24,15.104
Jx_det_in,7,"[2, 5, 3]","[1, 3]",26,1.15,15.237
Jy_det_in,7,"[2, 5, 3]","[1, 1]",10,3.0,15.237
Rx_in,7,"[2, 5, 3, 3, 3]","[1, 5, 3, 1]",84,3.21,15.237
Ry_in,7,"[2, 5, 3, 3, 3]","[2, 6, 6, 3]",235,1.15,15.237
Ox_in,7,"[4, 8, 8, 2, 5, 3]","[4, 16, 2, 1, 1]",796,9.65,15.237
Oy_in,7,"[4, 8, 8, 2, 5, 3]","[4, 16, 2, 1, 1]",796,9.65,15.237
ORx_in,7,"[4, 8, 8, 2, 5, 3, 3, 3]","[3, 24, 15, 15, 9, 3, 1]",4686,14.75,15.256
ORy_in,7,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 16, 2, 2, 6, 6, 3]",1023,67.57,15.256
ORJx_det_in,7,"[4, 8, 8, 2, 5, 3, 3, 3]","[3, 24, 15, 15, 9, 3, 1]",4686,14.75,15.274
ORJy_det_in,7,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 16, 2, 2, 6, 6, 3]",1023,67.57,15.274
Intg_bound_in,7,"[(12, 12), (4, 4), (8, 1), (8, 1), (7, 7), (7, 7)]","[3, 9, 20, 17, 2]",6788,52157.02,15.601
H_bound_in,7,"[(4, 4), (8, 1), (8, 1), (7, 7), (12, 12), (7, 7), (7, 7)]","[4, 18, 17, 17, 17, 2]",60629,286134.54,15.629
B_in,7,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 12), (7, 7), (7, 7)]","[4, 18, 17, 17, 17, 2]",81797,13573545.0,15.629
Jx_det_out,7,"[2, 5, 3]","[1, 3]",26,1.15,15.643
Jy_det_out,7,"[2, 5, 3]","[1, 1]",10,3.0,15.643
Rx_out,7,"[2, 5, 3, 3, 3]","[2, 8, 6, 2]",270,1.0,15.664
Ry_out,7,"[2, 5, 3, 3, 3]","[2, 6, 6, 3]",235,1.15,15.664
Ox_out,7,"[4, 8, 8, 2, 5, 3]","[4, 16, 2, 1, 1]",796,9.65,15.759
Oy_out,7,"[4, 8, 8, 2, 5, 3]","[4, 16, 2, 1, 1]",796,9.65,15.759
ORx_out,7,"[4, 8, 8, 2, 5, 3, 3, 3]","[3, 24, 15, 30, 18, 6, 2]",7434,9.3,15.781
ORy_out,7,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 16, 2, 2, 6, 6, 3]",1023,67.57,15.781
ORJx_det_out,7,"[4, 8, 8, 2, 5, 3, 3, 3]","[3, 24, 15, 30, 18, 6, 2]",7434,9.3,15.804
ORJy_det_out,7,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 16, 2, 2, 6, 6, 3]",1023,67.57,15.804
Intg_bound_out,7,"[(4, 1), (8, 1), (8, 1), (7, 7), (7, 7)]","[4, 18, 17, 2]",4804,127.95,16.125
H_bound_out,7,"[(4, 1), (8, 1), (8, 1), (7, 1), (12, 1), (7, 7), (7, 7)]","[4, 18, 17, 17, 17, 2]",10295,5015.16,16.131
B_out,7,"[(4, 1), (8, 1), (8, 1), (7, 1), (12, 1), (7, 7), (7, 7)]","[4, 18, 17, 17, 17, 2]",10295,5015.16,16.131
J,8,"[(5, 1), (5, 1), (3, 1), (3, 1), (3, 1), (3, 1), (2, 2)]","[2, 7, 3, 3, 3, 3]",236,34.32,16.375
J_det,8,"[5, 5, 3, 3]","[1, 2, 1]",24,9.38,16.611
R,8,"[5, 5, 3, 3, 3, 3]","[3, 9, 9, 9, 3]",726,2.79,16.692
dR,8,"[5, 5, 3, 3, 3, 3, 2]","[3, 8, 12, 12, 5, 2]",1069,3.79,16.692
J_detRT,8,"[(5, 1), (5, 1), (3, 1), (3, 1), (1, 3), (1, 3)]","[3, 12, 9, 9, 3]",852,2.38,16.698
JdR,8,"[5, 5, 3, 3, 3, 3, 2]","[4, 20, 18, 14, 6, 2]",2548,1.59,16.708
Intg_int,8,"[(7, 7), (7, 7)]",[1],98,24.5,17.057
Intg_str,8,"[(7, 7), (7, 7), (2, 1)]","[3, 2]",445,10.79,17.057
H,8,"[(4, 1), (8, 1), (8, 1), (7, 1), (12, 1), (7, 7), (7, 7)]","[3, 3, 3, 3, 3, 7]",1699,30389.11,17.058
S,8,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 1), (7, 7), (7, 7)]","[3, 3, 2, 1, 1, 1]",1216,76087942.74,17.059
F,8,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 1), (7, 7), (7, 7)]","[1, 1, 1, 1, 1, 1]",303,305356232.24,17.06
Jx_det_in,8,"[2, 5, 3]","[1, 1]",10,3.0,17.19
Jy_det_in,8,"[2, 5, 3]","[1, 1]",10,3.0,17.19
Rx_in,8,"[2, 5, 3, 3, 3]","[1, 3, 3, 1]",56,4.82,17.19
Ry_in,8,"[2, 5, 3, 3, 3]","[2, 6, 6, 3]",235,1.15,17.19
Ox_in,8,"[4, 8, 8, 2, 5, 3]","[4, 9, 2, 1, 1]",460,16.7,17.19
Oy_in,8,"[4, 8, 8, 2, 5, 3]","[4, 9, 2, 1, 1]",460,16.7,17.19
ORx_in,8,"[4, 8, 8, 2, 5, 3, 3, 3]","[3, 8, 1, 1, 3, 3, 1]",324,213.33,17.204
ORy_in,8,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 9, 2, 2, 6, 6, 3]",687,100.61,17.204
ORJx_det_in,8,"[4, 8, 8, 2, 5, 3, 3, 3]","[3, 8, 1, 1, 3, 3, 1]",324,213.33,17.217
ORJy_det_in,8,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 9, 2, 2, 6, 6, 3]",687,100.61,17.217
Intg_bound_in,8,"[(12, 12), (4, 4), (8, 1), (8, 1), (7, 7), (7, 7)]","[3, 7, 12, 3, 2]",2120,167000.88,17.505
H_bound_in,8,"[(4, 4), (8, 1), (8, 1), (7, 7), (12, 12), (7, 7), (7, 7)]","[5, 12, 3, 3, 3, 2]",2977,5827360.08,17.514
B_in,8,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 12), (7, 7), (7, 7)]","[5, 12, 3, 3, 3, 2]",8353,132919341.6,17.514
Jx_det_out,8,"[2, 5, 3]","[1, 1]",10,3.0,17.527
Jy_det_out,8,"[2, 5, 3]","[1, 1]",10,3.0,17.527
Rx_out,8,"[2, 5, 3, 3, 3]","[2, 6, 6, 2]",214,1.26,17.549
Ry_out,8,"[2, 5, 3, 3, 3]","[2, 6, 6, 3]",235,1.15,17.549
Ox_out,8,"[4, 8, 8, 2, 5, 3]","[4, 9, 2, 1, 1]",460,16.7,17.643
Oy_out,8,"[4, 8, 8, 2, 5, 3]","[4, 9, 2, 1, 1]",460,16.7,17.643
ORx_out,8,"[4, 8, 8, 2, 5, 3, 3, 3]","[3, 8, 1, 2, 6, 6, 2]",482,143.4,17.657
ORy_out,8,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 9, 2, 2, 6, 6, 3]",687,100.61,17.657
ORJx_det_out,8,"[4, 8, 8, 2, 5, 3, 3, 3]","[3, 8, 1, 2, 6, 6, 2]",482,143.4,17.671
ORJy_det_out,8,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 9, 2, 2, 6, 6, 3]",687,100.61,17.671
Intg_bound_out,8,"[(4, 1), (8, 1), (8, 1), (7, 7), (7, 7)]","[4, 12, 3, 2]",1080,569.13,17.885
H_bound_out,8,"[(4, 1), (8, 1), (8, 1), (7, 1), (12, 1), (7, 7), (7, 7)]","[4, 12, 3, 3, 3, 2]",1251,41271.87,17.888
B_out,8,"[(4, 1), (8, 1), (8, 1), (7, 1), (12, 1), (7, 7), (7, 7)]","[4, 12, 3, 3, 3, 2]",1251,41271.87,17.888
J,9,"[(5, 1), (5, 1), (3, 1), (3, 1), (3, 1), (3, 1), (2, 2)]","[5, 25, 12, 4, 4, 4]",1806,4.49,18.14
J_det,9,"[5, 5, 3, 3]","[5, 9, 3]",340,0.66,18.385
R,9,"[5, 5, 3, 3, 3, 3]","[5, 25, 25, 9, 3]",3290,0.62,18.468
dR,9,"[5, 5, 3, 3, 3, 3, 2]","[5, 25, 48, 16, 6, 2]",6882,0.59,18.468
J_detRT,9,"[(5, 1), (5, 1), (3, 1), (3, 1), (1, 3), (1, 3)]","[5, 25, 27, 9, 3]",3494,0.58,18.479
JdR,9,"[5, 5, 3, 3, 3, 3, 2]","[5, 25, 48, 16, 6, 2]",6882,0.59,18.504
Intg_int,9,"[(7, 7), (7, 7)]",[19],1862,1.29,18.929
Intg_str,9,"[(7, 7), (7, 7), (2, 1)]","[29, 2]",4267,1.13,18.929
H,9,"[(4, 1), (8, 1), (8, 1), (7, 1), (12, 1), (7, 7), (7, 7)]","[3, 3, 3, 3, 3, 77]",15419,3348.54,18.93
S,9,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 1), (7, 7), (7, 7)]","[3, 3, 2, 1, 1, 19]",2980,31047965.9,18.932
F,9,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 1), (7, 7), (7, 7)]","[1, 1, 1, 1, 1, 19]",2067,44761944.06,18.932
Jx_det_in,9,"[2, 5, 3]","[2, 3]",43,0.7,19.075
Jy_det_in,9,"[2, 5, 3]","[1, 1]",10,3.0,19.075
Rx_in,9,"[2, 5, 3, 3, 3]","[2, 8, 6, 2]",270,1.0,19.075
Ry_in,9,"[2, 5, 3, 3, 3]","[2, 6, 6, 3]",235,1.15,19.075
Ox_in,9,"[4, 8, 8, 2, 5, 3]","[4, 9, 2, 1, 1]",460,16.7,19.075
Oy_in,9,"[4, 8, 8, 2, 5, 3]","[4, 9, 2, 1, 1]",460,16.7,19.075
ORx_in,9,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 31, 16, 30, 18, 6, 2]",9002,7.68,19.098
ORy_in,9,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 9, 2, 2, 6, 6, 3]",687,100.61,19.098
ORJx_det_in,9,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 31, 16, 30, 18, 6, 2]",9002,7.68,19.123
ORJy_det_in,9,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 9, 2, 2, 6, 6, 3]",687,100.61,19.123
Intg_bound_in,9,"[(12, 12), (4, 4), (8, 1), (8, 1), (7, 7), (7, 7)]","[4, 10, 21, 18, 3]",8713,40633.75,19.443
H_bound_in,9,"[(4, 4), (8, 1), (8, 1), (7, 7), (12, 12), (7, 7), (7, 7)]","[5, 17, 18, 18, 18, 3]",68533,253134.27,19.473
B_in,9,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 12), (7, 7), (7, 7)]","[5, 17, 18, 18, 18, 3]",90429,12277867.28,19.473
Jx_det_out,9,"[2, 5, 3]","[2, 3]",43,0.7,19.487
Jy_det_out,9,"[2, 5, 3]","[1, 1]",10,3.0,19.487
Rx_out,9,"[2, 5, 3, 3, 3]","[2, 8, 6, 2]",270,1.0,19.508
Ry_out,9,"[2, 5, 3, 3, 3]","[2, 6, 6, 3]",235,1.15,19.508
Ox_out,9,"[4, 8, 8, 2, 5, 3]","[4, 9, 2, 1, 1]",460,16.7,19.605
Oy_out,9,"[4, 8, 8, 2, 5, 3]","[4, 9, 2, 1, 1]",460,16.7,19.605
ORx_out,9,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 31, 16, 30, 18, 6, 2]",9002,7.68,19.628
ORy_out,9,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 9, 2, 2, 6, 6, 3]",687,100.61,19.628
ORJx_det_out,9,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 31, 16, 30, 18, 6, 2]",9002,7.68,19.653
ORJy_det_out,9,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 9, 2, 2, 6, 6, 3]",687,100.61,19.653
Intg_bound_out,9,"[(4, 1), (8, 1), (8, 1), (7, 7), (7, 7)]","[4, 16, 18, 3]",5625,109.27,19.955
H_bound_out,9,"[(4, 1), (8, 1), (8, 1), (7, 1), (12, 1), (7, 7), (7, 7)]","[4, 16, 18, 18, 18, 3]",11781,4382.57,19.962
B_out,9,"[(4, 1), (8, 1), (8, 1), (7, 1), (12, 1), (7, 7), (7, 7)]","[4, 16, 18, 18, 18, 3]",11781,4382.57,19.962
J,10,"[(5, 1), (5, 1), (3, 1), (3, 1), (3, 1), (3, 1), (2, 2)]","[5, 24, 12, 4, 4, 4]",1745,4.64,20.213
J_det,10,"[5, 5, 3, 3]","[5, 6, 3]",238,0.95,20.453
R,10,"[5, 5, 3, 3, 3, 3]","[5, 15, 15, 9, 3]",1570,1.29,20.537
dR,10,"[5, 5, 3, 3, 3, 3, 2]","[5, 15, 25, 12, 5, 2]",2639,1.53,20.537
J_detRT,10,"[(5, 1), (5, 1), (3, 1), (3, 1), (1, 3), (1, 3)]","[5, 20, 27, 9, 3]",2964,0.68,20.547
JdR,10,"[5, 5, 3, 3, 3, 3, 2]","[5, 25, 48, 16, 6, 2]",6882,0.59,20.568
Intg_int,10,"[(7, 7), (7, 7)]",[2],196,12.25,20.934
Intg_str,10,"[(7, 7), (7, 7), (2, 1)]","[4, 2]",592,8.11,20.934
H,10,"[(4, 1), (8, 1), (8, 1), (7, 1), (12, 1), (7, 7), (7, 7)]","[3, 3, 3, 3, 3, 10]",2287,22575.91,20.935
S,10,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 1), (7, 7), (7, 7)]","[3, 3, 2, 1, 1, 2]",1314,70413195.11,20.936
F,10,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 1), (7, 7), (7, 7)]","[1, 1, 1, 1, 1, 1]",303,305356232.24,20.937
Jx_det_in,10,"[2, 5, 3]","[2, 3]",43,0.7,21.073
Jy_det_in,10,"[2, 5, 3]","[1, 1]",10,3.0,21.073
Rx_in,10,"[2, 5, 3, 3, 3]","[2, 10, 6, 2]",326,0.83,21.073
Ry_in,10,"[2, 5, 3, 3, 3]","[2, 6, 6, 3]",235,1.15,21.073
Ox_in,10,"[4, 8, 8, 2, 5, 3]","[2, 2, 2, 1, 1]",84,91.43,21.073
Oy_in,10,"[4, 8, 8, 2, 5, 3]","[2, 2, 2, 1, 1]",84,91.43,21.073
ORx_in,10,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 32, 30, 30, 18, 6, 2]",13586,5.09,21.101
ORy_in,10,"[4, 8, 8, 2, 5, 3, 3, 3]","[2, 2, 2, 2, 6, 6, 3]",311,222.25,21.101
ORJx_det_in,10,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 32, 30, 30, 18, 6, 2]",13586,5.09,21.13
ORJy_det_in,10,"[4, 8, 8, 2, 5, 3, 3, 3]","[2, 2, 2, 2, 6, 6, 3]",311,222.25,21.13
Intg_bound_in,10,"[(12, 12), (4, 4), (8, 1), (8, 1), (7, 7), (7, 7)]","[4, 8, 22, 32, 3]",12979,27278.05,21.607
H_bound_in,10,"[(4, 4), (8, 1), (8, 1), (7, 7), (12, 12), (7, 7), (7, 7)]","[5, 13, 32, 32, 32, 3]",206411,84046.16,21.635
B_in,10,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 12), (7, 7), (7, 7)]","[5, 13, 32, 32, 32, 3]",233347,4758043.86,21.635
Jx_det_out,10,"[2, 5, 3]","[2, 3]",43,0.7,21.649
Jy_det_out,10,"[2, 5, 3]","[1, 1]",10,3.0,21.649
Rx_out,10,"[2, 5, 3, 3, 3]","[2, 10, 6, 2]",326,0.83,21.67
Ry_out,10,"[2, 5, 3, 3, 3]","[2, 6, 6, 3]",235,1.15,21.67
Ox_out,10,"[4, 8, 8, 2, 5, 3]","[2, 2, 2, 1, 1]",84,91.43,21.765
Oy_out,10,"[4, 8, 8, 2, 5, 3]","[2, 2, 2, 1, 1]",84,91.43,21.765
ORx_out,10,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 32, 30, 30, 18, 6, 2]",13586,5.09,21.793
ORy_out,10,"[4, 8, 8, 2, 5, 3, 3, 3]","[2, 2, 2, 2, 6, 6, 3]",311,222.25,21.793
ORJx_det_out,10,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 32, 30, 30, 18, 6, 2]",13586,5.09,21.822
ORJy_det_out,10,"[4, 8, 8, 2, 5, 3, 3, 3]","[2, 2, 2, 2, 6, 6, 3]",311,222.25,21.822
Intg_bound_out,10,"[(4, 1), (8, 1), (8, 1), (7, 7), (7, 7)]","[4, 12, 32, 3]",8323,73.85,22.281
H_bound_out,10,"[(4, 1), (8, 1), (8, 1), (7, 1), (12, 1), (7, 7), (7, 7)]","[4, 12, 32, 32, 32, 3]",27779,1858.64,22.289
B_out,10,"[(4, 1), (8, 1), (8, 1), (7, 1), (12, 1), (7, 7), (7, 7)]","[4, 12, 32, 32, 32, 3]",27779,1858.64,22.289
J,11,"[(5, 1), (5, 1), (3, 1), (3, 1), (3, 1), (3, 1), (2, 2)]","[5, 24, 12, 4, 4, 4]",1745,4.64,22.535
J_det,11,"[5, 5, 3, 3]","[5, 9, 3]",340,0.66,22.771
R,11,"[5, 5, 3, 3, 3, 3]","[5, 25, 25, 9, 3]",3290,0.62,22.853
dR,11,"[5, 5, 3, 3, 3, 3, 2]","[5, 25, 48, 16, 6, 2]",6882,0.59,22.853
J_detRT,11,"[(5, 1), (5, 1), (3, 1), (3, 1), (1, 3), (1, 3)]","[5, 25, 27, 9, 3]",3494,0.58,22.863
JdR,11,"[5, 5, 3, 3, 3, 3, 2]","[5, 25, 48, 16, 6, 2]",6882,0.59,22.885
Intg_int,11,"[(7, 7), (7, 7)]",[17],1666,1.44,24.367
Intg_str,11,"[(7, 7), (7, 7), (2, 1)]","[29, 2]",4267,1.13,24.367
H,11,"[(4, 1), (8, 1), (8, 1), (7, 1), (12, 1), (7, 7), (7, 7)]","[3, 3, 3, 3, 3, 75]",15027,3435.89,24.368
S,11,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 1), (7, 7), (7, 7)]","[3, 3, 2, 1, 1, 17]",2784,33233814.07,24.369
F,11,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 1), (7, 7), (7, 7)]","[1, 1, 1, 1, 1, 1]",303,305356232.24,24.37
Jx_det_in,11,"[2, 5, 3]","[2, 3]",43,0.7,24.507
Jy_det_in,11,"[2, 5, 3]","[1, 1]",10,3.0,24.507
Rx_in,11,"[2, 5, 3, 3, 3]","[2, 8, 6, 2]",270,1.0,24.507
Ry_in,11,"[2, 5, 3, 3, 3]","[2, 6, 6, 3]",235,1.15,24.507
Ox_in,11,"[4, 8, 8, 2, 5, 3]","[4, 9, 2, 1, 1]",460,16.7,24.507
Oy_in,11,"[4, 8, 8, 2, 5, 3]","[4, 9, 2, 1, 1]",460,16.7,24.507
ORx_in,11,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 25, 16, 30, 18, 6, 2]",8042,8.59,24.53
ORy_in,11,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 9, 2, 2, 6, 6, 3]",687,100.61,24.53
ORJx_det_in,11,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 25, 16, 30, 18, 6, 2]",8042,8.59,24.554
ORJy_det_in,11,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 9, 2, 2, 6, 6, 3]",687,100.61,24.554
Intg_bound_in,11,"[(12, 12), (4, 4), (8, 1), (8, 1), (7, 7), (7, 7)]","[3, 8, 16, 18, 3]",6937,51036.74,24.884
H_bound_in,11,"[(4, 4), (8, 1), (8, 1), (7, 7), (12, 12), (7, 7), (7, 7)]","[6, 14, 18, 18, 18, 3]",68109,254710.11,24.903
B_in,11,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 12), (7, 7), (7, 7)]","[6, 14, 18, 18, 18, 3]",86925,12772795.63,24.903
Jx_det_out,11,"[2, 5, 3]","[2, 3]",43,0.7,24.916
Jy_det_out,11,"[2, 5, 3]","[1, 1]",10,3.0,24.917
Rx_out,11,"[2, 5, 3, 3, 3]","[2, 8, 6, 2]",270,1.0,24.937
Ry_out,11,"[2, 5, 3, 3, 3]","[2, 6, 6, 3]",235,1.15,24.938
Ox_out,11,"[4, 8, 8, 2, 5, 3]","[4, 9, 2, 1, 1]",460,16.7,25.032
Oy_out,11,"[4, 8, 8, 2, 5, 3]","[4, 9, 2, 1, 1]",460,16.7,25.032
ORx_out,11,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 25, 16, 30, 18, 6, 2]",8042,8.59,25.054
ORy_out,11,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 9, 2, 2, 6, 6, 3]",687,100.61,25.054
ORJx_det_out,11,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 25, 16, 30, 18, 6, 2]",8042,8.59,25.078
ORJy_det_out,11,"[4, 8, 8, 2, 5, 3, 3, 3]","[4, 9, 2, 2, 6, 6, 3]",687,100.61,25.078
Intg_bound_out,11,"[(4, 1), (8, 1), (8, 1), (7, 7), (7, 7)]","[4, 13, 18, 3]",5097,120.59,25.373
H_bound_out,11,"[(4, 1), (8, 1), (8, 1), (7, 1), (12, 1), (7, 7), (7, 7)]","[4, 13, 18, 18, 18, 3]",11253,4588.21,25.378
B_out,11,"[(4, 1), (8, 1), (8, 1), (7, 1), (12, 1), (7, 7), (7, 7)]","[4, 13, 18, 18, 18, 3]",11253,4588.21,25.378
H,-1,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 12), (7, 7), (7, 7)]","[3, 3, 3, 6, 24, 29]",58343,19030136.61,25.75
S,-1,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 12), (7, 7), (7, 7)]","[3, 3, 2, 4, 10, 22]",19018,58380232.43,25.75
F,-1,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 12), (7, 7), (7, 7)]","[1, 1, 1, 2, 4, 20]",6294,176402170.39,25.75
B_in,-1,"[(4, 4), (8, 8), (8, 8), (7, 7), (12, 12), (7, 7), (7, 7)]","[8, 22, 65, 65, 37, 4]",663705,1672844.5,25.75
