Name,Shape,Entries,Compression,Elapsed Time (s)
H,"torch.Size([1048576, 1048576])",122880000,8947.848533333334,20.957066535949707
S,"(np.int64(1048576), np.int64(1048576))",81056,13564839.466245558,20.95717430114746
q,torch.Size([1048576]),1048576,1.0,20.95720338821411
B_out,"torch.Size([1048576, 1048576])",2164920,507876.3315854627,20.957231044769287
B_in,"torch.Size([1048576, 1048576])",1866282,589145.4923618188,20.957263231277466
