Name,Shape,Entries,Compression,Elapsed Time (s)
H,"(1146880, 1146880)",140083201,9389.66075168428,42.365806579589844
S,"(1146880, 1146880)",82560,15931852.403100776,42.365840673446655
F,"(1146880, 1146880)",78464,16763531.484502448,42.36585760116577
B_out,"(1146880, 1146880)",2937027,447845.29880045366,42.365875482559204
B_in,"(1146880, 1146880)",2457601,535210.4488889775,42.36589050292969
