Name,Shape,Entries,Compression,Elapsed Time (s)
H,"torch.Size([6967296, 6967296])",392491008,123679.81065088758,88.63380479812622
B_out,"torch.Size([6967296, 6967296])",18743067,2589929.0415819352,88.63392615318298
B_in,"torch.Size([6967296, 6967296])",18960144,2560276.6282585193,88.63397979736328
S,"torch.Size([2, 6804, 6804])",2098980,44.111345510676614,88.63402438163757
F,"torch.Size([6804, 6804])",287469,161.04142011834318,88.6340742111206
