Name,Shape,Ranks,Entries,Compression,Elapsed Time (s)
H,"[(4, 4), (32, 32), (32, 32), (16, 16), (16, 16)]","[3, 3, 3, 21]",39984,27498790.210484196,12.629804134368896
S,"[(4, 4), (32, 32), (32, 32), (16, 16), (16, 16)]","[1, 1, 1, 7]",5648,194672738.6288952,12.629837989807129
B_out,"[(4, 4), (32, 32), (32, 32), (16, 16), (16, 16)]","[4, 66, 58, 33]",4688704,234502.24790816396,12.629856824874878
