Name,Shape,Entries,Compression,Elapsed Time (s)
H,"torch.Size([746496, 746496])",42052608,13251.408284023668,32.16187286376953
S,"torch.Size([1, 729, 729])",18252,29.116863905325445,32.161943674087524
q,torch.Size([746496]),746496,1,32.161964893341064
B_out,"torch.Size([746496, 746496])",2007414,277599.07922132657,32.162004709243774
B_in,"torch.Size([746496, 746496])",1845546,301946.5664990198,32.16208076477051
