Name,Shape,Ranks,Entries,Compression,Elapsed Time (s)
H,"[(4, 4), (32, 32), (32, 32), (16, 16), (16, 16)]","[3, 3, 3, 2]",20528,53561556.30241621,5.642853260040283
S,"[(4, 4), (32, 32), (32, 32), (16, 16), (16, 16)]","[1, 1, 1, 1]",2576,426829048.0496894,5.642887592315674
B_out,"[(4, 4), (32, 32), (32, 32), (16, 16), (16, 16)]","[3, 4, 4, 3]",32560,33768784.636855036,5.642909526824951
